run,severity_level,disruptions_each_type,timing_band,n_stoppages,n_shortages,n_reworks,realised_failures,passive_tardiness,model1_tardiness,model2_tardiness,passive_makespan,model1_makespan,model2_makespan
368,moderate,2,late,2,2,2,2,11.919,8.244,6.284,129.375,125.7,123.74
369,moderate,2,late,2,2,2,1,4.014,4.014,4.014,121.47,121.47,121.47
370,moderate,2,late,2,2,2,2,10.682,10.682,10.682,126.418,126.418,126.418
371,moderate,2,late,2,2,2,2,10.925,7.25,5.29,128.381,124.706,122.746
372,moderate,2,late,2,2,2,2,10.271,8.311,6.35,126.918,124.957,122.997
373,moderate,2,late,2,2,2,2,14.946,11.271,9.31,132.402,128.727,126.767
374,moderate,2,late,2,2,2,2,11.274,5.395,3.434,128.73,122.851,120.89
375,moderate,2,late,2,2,2,2,10.195,10.195,10.195,127.651,127.651,127.651
376,moderate,2,late,2,2,2,2,16.204,16.204,16.204,129.495,129.495,129.495
377,moderate,2,late,2,2,2,2,13.455,7.576,5.615,130.911,125.032,123.072
378,moderate,2,late,2,2,2,2,12.076,8.401,6.44,129.532,125.857,123.897
379,moderate,2,late,2,2,2,2,13.934,10.259,8.298,128.98,125.305,123.345
380,moderate,2,late,2,2,2,2,10.745,10.745,10.745,128.202,128.202,128.202
381,moderate,2,late,2,2,2,2,10.259,10.259,10.259,127.715,127.715,127.715
382,moderate,2,late,2,2,2,2,10.464,4.585,2.625,127.92,122.041,120.081
383,moderate,2,late,2,2,2,2,12.755,9.08,9.08,130.212,126.537,126.537
384,moderate,2,late,2,2,2,2,12.485,12.485,12.485,129.942,129.942,129.942
385,moderate,2,late,2,2,2,2,15.856,12.181,12.181,128.452,124.777,124.777
386,moderate,2,late,2,2,2,2,10.835,6.917,4.956,128.292,124.373,122.412
387,moderate,2,late,2,2,2,2,7.479,7.479,3.314,124.935,124.935,120.77
388,moderate,2,late,2,2,2,2,9.459,7.899,7.899,126.915,125.355,125.355
389,moderate,2,late,2,2,2,2,12.479,6.567,4.607,129.935,124.023,122.063
390,moderate,2,late,2,2,2,2,12.734,6.855,4.894,130.19,124.311,122.35
391,moderate,2,late,2,2,2,2,11.844,8.169,6.208,129.3,125.625,123.665
392,moderate,2,late,2,2,2,2,14.755,11.08,9.12,132.212,128.537,126.576
393,moderate,2,late,2,2,2,2,6.994,6.994,6.994,124.45,124.45,124.45
394,moderate,2,late,2,2,2,1,3.834,3.834,3.834,121.29,121.29,121.29
395,moderate,2,late,2,2,2,2,11.639,7.964,7.964,129.095,125.42,125.42
396,moderate,2,late,2,2,2,2,10.132,10.132,10.132,127.588,127.588,127.588
397,moderate,2,late,2,2,2,1,6.17,6.17,6.17,123.626,123.626,123.626
398,moderate,2,late,2,2,2,2,15.624,11.949,9.988,128.205,124.53,122.57
399,moderate,2,late,2,2,2,2,9.469,5.304,3.344,126.925,122.76,120.8
400,moderate,2,late,2,2,2,2,11.734,8.059,8.059,129.19,125.515,125.515
401,extreme,3,early,3,3,3,3,37.958,32.552,29.167,131.701,126.295,122.909
402,extreme,3,early,3,3,3,3,57.53,55.326,53.818,131.312,129.108,127.6
403,extreme,3,early,3,3,3,3,41.512,41.512,41.512,131.495,131.495,131.495
404,extreme,3,early,3,3,3,3,50.37,48.166,46.658,131.322,129.118,127.61
405,extreme,3,early,3,3,3,3,50.906,48.483,46.298,135.034,132.611,130.426
406,extreme,3,early,3,3,3,3,51.358,51.358,51.358,132.937,132.937,132.937
407,extreme,3,early,3,3,3,3,48.829,45.154,42.875,131.101,127.426,125.147
408,extreme,3,early,3,3,3,3,43.217,39.542,37.338,131.129,127.454,125.25
409,extreme,3,early,3,3,3,3,46.1,41.971,38.998,130.3,128.375,126.911
410,extreme,3,early,3,3,3,3,41.767,35.888,30.873,129.941,127.737,124.683
411,extreme,3,early,3,3,3,3,46.171,46.171,45.077,129.202,129.202,128.108
412,extreme,3,early,3,3,3,3,53.595,53.595,53.595,133.001,133.001,133.001
413,extreme,3,early,3,3,3,3,37.844,32.607,28.848,128.213,125.873,124.038
414,extreme,3,early,3,3,3,3,36.39,32.715,30.754,130.578,126.903,124.942
415,extreme,3,early,3,3,3,3,51.963,51.963,51.963,131.721,131.721,131.721
416,extreme,3,early,3,3,3,3,50.511,46.836,44.876,132.208,128.532,126.572
417,extreme,3,early,3,3,3,3,29.655,27.232,25.046,129.063,126.64,124.455
418,extreme,3,early,3,3,3,3,55.042,51.367,49.406,134.738,131.062,129.102
419,extreme,3,early,3,3,3,3,30.288,30.288,30.288,130.535,130.535,130.535
420,extreme,3,early,3,3,3,3,50.957,50.957,49.863,130.093,130.093,128.999
421,extreme,3,early,3,3,3,3,51.879,49.456,47.271,132.905,130.482,128.297
422,extreme,3,early,3,3,3,3,44.774,44.774,43.68,128.218,128.218,127.125
423,extreme,3,early,3,3,3,3,46.902,46.902,46.413,130.998,130.998,130.509
424,extreme,3,early,3,3,3,3,58.159,58.159,55.974,131.02,131.02,128.835
425,extreme,3,early,3,3,3,3,35.044,30.429,24.756,131.711,129.057,125.344
426,extreme,3,early,3,3,3,3,34.939,30.414,30.414,130.139,125.614,125.614
427,extreme,3,early,3,3,3,3,52.194,49.771,47.868,131.812,129.389,127.485
428,extreme,3,early,3,3,3,3,38.326,34.651,32.69,131.526,127.851,125.89
429,extreme,3,early,3,3,3,3,28.063,24.388,24.388,131.712,128.037,128.037
430,extreme,3,early,3,3,3,3,28.273,28.273,28.273,128.498,128.498,128.498
431,extreme,3,early,3,3,3,3,46.871,40.992,39.898,131.574,129.37,128.276
432,extreme,3,early,3,3,3,3,22.32,21.93,19.98,128.11,127.72,125.77
433,extreme,3,early,3,3,3,3,42.123,33.025,27.834,130.882,127.19,124.136
434,extreme,3,early,3,3,3,3,37.765,31.643,27.722,133.781,127.658,123.737
435,extreme,3,early,3,3,3,3,42.76,36.916,34.602,134.09,128.246,125.932
436,extreme,3,early,3,3,3,3,46.128,46.128,45.034,129.912,129.912,128.818
437,extreme,3,early,3,3,3,3,38.546,36.342,34.833,129.803,127.599,126.091
438,extreme,3,early,3,3,3,3,24.197,22.236,20.276,131.903,129.942,127.982
439,extreme,3,early,3,3,3,3,40.094,40.094,39.0,130.049,130.049,128.955
440,extreme,3,early,3,3,3,3,46.043,46.043,44.949,129.05,129.05,127.956
441,extreme,3,early,3,3,3,3,34.628,34.628,34.628,130.73,130.73,130.73
442,extreme,3,early,3,3,3,3,28.733,23.327,21.19,129.992,124.586,122.448
443,extreme,3,early,3,3,3,3,28.968,22.845,20.885,131.745,125.622,123.662
444,extreme,3,early,3,3,3,3,34.663,32.24,30.054,129.252,126.829,124.644
445,extreme,3,early,3,3,3,3,51.271,48.931,38.66,133.844,131.505,125.155
446,extreme,3,early,3,3,3,3,38.524,33.287,29.528,127.913,125.573,123.738
447,extreme,3,early,3,3,3,3,28.03,25.132,23.21,129.082,126.184,124.261
448,extreme,3,early,3,3,3,3,37.668,33.993,32.033,130.192,126.517,124.556
449,extreme,3,early,3,3,3,3,57.495,57.495,55.308,129.36,129.36,128.266
450,extreme,3,early,3,3,3,3,47.856,45.433,43.248,131.062,128.639,126.454
451,extreme,3,early,3,3,3,3,50.075,47.871,46.363,128.807,126.603,125.095
452,extreme,3,early,3,3,3,3,46.323,46.323,45.421,131.987,131.987,131.085
453,extreme,3,early,3,3,3,3,35.443,35.443,34.793,130.512,130.512,129.862
454,extreme,3,early,3,3,3,3,41.39,41.39,40.631,129.452,129.452,128.694
455,extreme,3,early,3,3,3,3,35.904,30.06,27.746,134.541,128.697,126.383
456,extreme,3,early,3,3,3,3,26.721,24.517,23.008,126.454,124.25,122.741
457,extreme,3,early,3,3,3,3,38.513,34.927,32.723,131.631,128.045,125.841
458,extreme,3,early,3,3,3,3,47.437,45.097,43.237,134.069,131.729,129.869
459,extreme,3,early,3,3,3,3,42.596,38.921,36.961,132.618,128.942,126.982
460,extreme,3,early,3,3,3,3,49.307,49.307,49.307,131.442,131.442,131.442
461,extreme,3,early,3,3,3,3,36.83,36.83,36.83,129.242,129.242,129.242
462,extreme,3,early,3,3,3,3,43.994,42.148,38.631,133.417,131.572,128.029
463,extreme,3,early,3,3,3,3,46.649,42.974,40.77,132.178,128.503,126.299
464,extreme,3,early,3,3,3,3,32.931,29.256,27.295,132.101,128.426,126.465
465,extreme,3,early,3,3,3,3,32.978,30.555,28.453,128.493,126.07,123.968
466,extreme,3,early,3,3,3,3,51.818,51.818,50.82,132.058,132.058,131.06
467,extreme,3,early,3,3,3,3,49.655,49.655,49.375,130.492,130.492,130.213
468,extreme,3,middle,3,3,3,3,31.922,28.247,26.287,136.055,132.38,130.419
469,extreme,3,middle,3,3,3,3,41.022,39.062,37.101,130.865,128.905,126.945
470,extreme,3,middle,3,3,3,3,20.329,14.923,12.785,131.071,125.665,123.527
471,extreme,3,middle,3,3,3,3,27.758,24.083,22.123,134.905,131.23,129.27
472,extreme,3,middle,3,3,3,3,22.764,18.22,15.747,128.826,124.282,121.81
473,extreme,3,middle,3,3,3,3,20.276,18.416,18.416,130.637,128.776,128.776
474,extreme,3,middle,3,3,3,3,28.648,23.67,22.576,131.01,129.257,128.163
475,extreme,3,middle,3,3,3,3,26.271,21.862,19.902,130.596,126.188,124.227
476,extreme,3,middle,3,3,3,3,21.742,18.067,16.107,130.779,127.104,125.143
477,extreme,3,middle,3,3,3,3,25.602,25.602,25.602,132.747,132.747,132.747
478,extreme,3,middle,3,3,3,3,19.415,14.418,12.458,132.992,127.995,126.034
479,extreme,3,middle,3,3,3,3,27.58,23.905,21.944,128.652,124.977,123.017
480,extreme,3,middle,3,3,3,3,16.035,16.035,16.035,128.256,128.256,128.256
481,extreme,3,middle,3,3,3,3,30.798,27.123,25.163,132.457,128.782,126.822
482,extreme,3,middle,3,3,3,3,18.558,12.435,10.475,131.85,125.727,123.767
483,extreme,3,middle,3,3,3,3,23.24,19.565,17.605,129.629,125.954,123.993
484,extreme,3,middle,3,3,3,3,31.085,31.085,29.991,129.36,129.36,128.266
485,extreme,3,middle,3,3,3,3,32.334,26.49,24.176,132.768,126.924,124.61
486,extreme,3,middle,3,3,3,3,24.486,20.811,18.851,130.218,126.543,124.583
487,extreme,3,middle,3,3,3,3,39.664,37.46,35.479,134.386,132.182,130.115
488,extreme,3,middle,3,3,3,3,17.916,13.507,11.547,131.772,127.364,125.403
489,extreme,3,middle,3,3,3,3,23.349,19.674,17.713,134.181,130.506,128.545
490,extreme,3,middle,3,3,3,3,13.051,9.376,7.416,129.558,125.882,123.922
491,extreme,3,middle,3,3,3,3,23.666,19.991,19.991,129.722,126.047,126.047
492,extreme,3,middle,3,3,3,3,26.3,22.625,20.421,132.649,128.974,126.77
493,extreme,3,middle,3,3,3,3,34.194,30.763,30.763,130.427,126.995,126.995
494,extreme,3,middle,3,3,3,3,39.615,39.615,38.713,132.146,132.146,131.244
495,extreme,3,middle,3,3,3,3,20.198,14.075,12.115,131.72,125.597,123.637
496,extreme,3,middle,3,3,3,3,30.6,24.477,20.556,132.721,126.598,122.677
497,extreme,3,middle,3,3,3,3,21.318,17.643,15.439,132.189,128.514,126.31
498,extreme,3,middle,3,3,3,3,55.326,55.326,54.541,133.565,133.565,132.78
499,extreme,3,middle,3,3,3,3,34.13,25.801,20.718,132.181,128.016,124.766
500,extreme,3,middle,3,3,3,3,41.848,35.725,31.729,135.45,129.327,125.331
501,extreme,3,middle,3,3,3,3,26.013,20.606,18.469,130.977,125.571,123.434
502,extreme,3,middle,3,3,3,3,40.643,40.643,40.643,131.124,131.124,131.124
503,extreme,3,middle,3,3,3,3,23.477,23.477,23.477,132.119,132.119,132.119
504,extreme,3,middle,3,3,3,3,32.918,26.795,24.835,133.84,127.717,125.757
505,extreme,3,middle,3,3,3,3,18.748,15.073,13.113,130.452,126.777,124.817
506,extreme,3,middle,3,3,3,3,40.732,34.852,29.838,131.822,129.617,126.563
507,extreme,3,middle,3,3,3,3,33.846,30.171,28.211,136.882,133.207,131.246
508,extreme,3,middle,3,3,3,3,23.131,17.808,14.423,133.288,127.965,124.579
509,extreme,3,middle,3,3,3,3,48.333,48.333,48.196,133.729,133.729,133.592
510,extreme,3,middle,3,3,3,3,28.363,25.94,23.755,127.593,125.17,122.984
511,extreme,3,middle,3,3,3,3,29.613,25.938,23.978,134.843,131.168,129.208
512,extreme,3,middle,3,3,3,3,45.895,42.22,39.94,132.341,128.666,126.387
513,extreme,3,middle,3,3,3,3,17.929,11.202,7.816,131.595,124.868,121.483
514,extreme,3,middle,3,3,3,3,32.256,32.256,32.256,129.122,129.122,129.122
515,extreme,3,middle,3,3,3,3,32.279,32.279,31.329,131.428,131.428,130.478
516,extreme,3,middle,3,3,3,3,30.054,27.93,27.93,132.117,129.993,129.993
517,extreme,3,middle,3,3,3,3,44.038,44.038,42.517,134.131,134.131,132.5
518,extreme,3,middle,3,3,3,3,28.466,26.043,23.858,131.392,128.969,126.784
519,extreme,3,middle,3,3,3,3,23.631,21.291,17.112,131.455,129.115,124.809
520,extreme,3,middle,3,3,3,3,17.096,17.096,17.096,126.498,126.498,126.498
521,extreme,3,middle,3,3,3,3,25.057,23.097,21.136,130.402,128.441,126.481
522,extreme,3,middle,3,3,3,3,24.543,19.864,18.691,133.275,128.596,127.423
523,extreme,3,middle,3,3,3,3,40.295,38.091,37.157,131.342,129.138,128.205
524,extreme,3,middle,3,3,3,3,18.565,12.442,8.521,133.581,127.458,123.537
525,extreme,3,middle,3,3,3,3,34.67,31.714,28.715,133.421,130.466,127.467
526,extreme,3,middle,3,3,3,3,20.651,16.976,15.015,131.312,127.637,125.677
527,extreme,3,middle,3,3,3,3,20.742,17.067,15.107,129.582,125.907,123.947
528,extreme,3,middle,3,3,3,3,13.752,13.752,13.752,128.889,128.889,128.889
529,extreme,3,middle,3,3,3,3,36.493,32.818,30.614,132.011,128.336,126.132
530,extreme,3,middle,3,3,3,3,22.86,19.185,19.185,130.909,127.234,127.234
531,extreme,3,middle,3,3,3,3,19.378,19.378,19.378,129.578,129.578,129.578
532,extreme,3,middle,3,3,3,3,22.895,20.935,18.974,132.537,130.576,128.616
533,extreme,3,middle,3,3,3,3,18.415,14.74,12.779,132.871,129.196,127.235
534,extreme,3,middle,3,3,3,3,31.685,31.685,31.685,128.39,128.39,128.39
535,extreme,3,late,3,3,3,3,14.76,10.317,8.357,132.216,127.773,125.813
536,extreme,3,late,3,3,3,1,3.644,3.644,3.644,121.1,121.1,121.1
537,extreme,3,late,3,3,3,3,15.336,10.927,8.967,131.552,127.144,125.183
538,extreme,3,late,3,3,3,3,16.875,13.74,13.74,130.982,127.848,127.848
539,extreme,3,late,3,3,3,3,16.26,10.137,8.177,133.716,127.593,125.633
540,extreme,3,late,3,3,3,3,13.441,9.766,7.806,129.567,125.892,123.932
541,extreme,3,late,3,3,3,3,15.069,8.946,6.985,132.525,126.402,124.442
542,extreme,3,late,3,3,3,3,20.151,14.028,10.107,137.607,131.484,127.563
543,extreme,3,late,3,3,3,3,16.807,12.144,10.184,134.263,129.6,127.64
544,extreme,3,late,3,3,3,3,18.059,11.936,8.015,135.515,129.392,125.471
545,extreme,3,late,3,3,3,3,14.994,8.625,4.704,132.45,126.081,122.16
546,extreme,3,late,3,3,3,3,16.794,10.671,6.75,134.25,128.127,124.206
547,extreme,3,late,3,3,3,3,12.605,7.218,5.258,130.061,124.675,122.714
548,extreme,3,late,3,3,3,3,15.084,11.409,9.449,132.54,128.865,126.905
549,extreme,3,late,3,3,3,3,13.675,9.511,5.346,131.132,126.967,122.802
550,extreme,3,late,3,3,3,3,14.629,10.465,6.3,132.085,127.921,123.756
551,extreme,3,late,3,3,3,2,10.219,6.054,4.094,127.675,123.51,121.55
552,extreme,3,late,3,3,3,3,16.489,10.366,6.445,133.945,127.822,123.901
553,extreme,3,late,3,3,3,2,10.985,6.82,4.86,128.441,124.276,122.316
554,extreme,3,late,3,3,3,3,15.39,9.267,5.346,132.846,126.723,122.803
555,extreme,3,late,3,3,3,3,19.15,13.027,11.066,136.606,130.483,128.523
556,extreme,3,late,3,3,3,3,13.384,8.976,7.015,130.84,126.432,124.472
557,extreme,3,late,3,3,3,2,10.319,8.359,6.398,127.775,125.815,123.855
558,extreme,3,late,3,3,3,3,16.44,10.317,6.396,133.896,127.773,123.852
559,extreme,3,late,3,3,3,2,11.509,7.345,5.384,128.965,124.801,122.84
560,extreme,3,late,3,3,3,3,14.233,10.069,5.904,131.69,127.525,123.36
561,extreme,3,late,3,3,3,3,14.974,10.565,6.645,132.43,128.022,124.101
562,extreme,3,late,3,3,3,3,12.969,8.805,4.64,130.425,126.261,122.096
563,extreme,3,late,3,3,3,3,12.869,8.705,4.54,130.325,126.161,121.996
564,extreme,3,late,3,3,3,3,13.204,9.039,4.875,130.66,126.495,122.331
565,extreme,3,late,3,3,3,2,9.725,6.168,3.964,127.181,123.625,121.42
566,extreme,3,late,3,3,3,3,17.558,11.435,9.475,135.015,128.892,126.931
567,extreme,3,late,3,3,3,3,14.959,10.551,8.59,132.415,128.007,126.047
568,extreme,3,late,3,3,3,1,4.154,4.154,4.154,121.61,121.61,121.61
569,extreme,3,late,3,3,3,3,16.874,10.751,8.791,134.33,128.207,126.247
570,extreme,3,late,3,3,3,3,14.482,14.482,14.482,129.488,129.488,129.488
571,extreme,3,late,3,3,3,3,18.117,14.442,12.481,132.023,128.348,126.387
572,extreme,3,late,3,3,3,3,13.954,9.789,5.625,131.41,127.245,123.081
573,extreme,3,late,3,3,3,3,16.277,14.317,12.356,132.793,130.833,128.873
574,extreme,3,late,3,3,3,3,16.86,10.737,8.776,134.316,128.193,126.233
575,extreme,3,late,3,3,3,3,14.94,11.265,9.305,132.396,128.721,126.761
576,extreme,3,late,3,3,3,3,15.709,11.301,9.34,133.165,128.757,126.797
577,extreme,3,late,3,3,3,3,16.821,10.698,8.738,134.277,128.154,126.194
578,extreme,3,late,3,3,3,3,15.66,9.047,5.126,133.116,126.503,122.582
579,extreme,3,late,3,3,3,3,15.184,11.019,6.855,132.64,128.475,124.311
580,extreme,3,late,3,3,3,2,9.569,5.404,3.444,127.025,122.86,120.9
581,extreme,3,late,3,3,3,2,11.235,7.07,5.11,128.691,124.526,122.566
582,extreme,3,late,3,3,3,3,16.914,10.791,8.83,134.37,128.247,126.287
583,extreme,3,late,3,3,3,3,16.259,10.136,6.215,133.715,127.592,123.671
584,extreme,3,late,3,3,3,3,14.264,9.945,7.985,131.72,127.402,125.441
585,extreme,3,late,3,3,3,3,15.337,11.662,9.701,132.793,129.118,127.158
586,extreme,3,late,3,3,3,3,14.154,9.745,7.785,131.61,127.202,125.241
587,extreme,3,late,3,3,3,3,15.015,11.34,9.379,131.021,127.346,125.385
588,extreme,3,late,3,3,3,3,14.245,10.57,10.57,129.251,125.576,125.576
589,extreme,3,late,3,3,3,3,16.964,11.946,9.986,134.42,129.403,127.442
590,extreme,3,late,3,3,3,3,14.394,10.229,6.065,131.85,127.685,123.521
591,extreme,3,late,3,3,3,3,15.49,9.368,7.407,132.947,126.824,124.863
592,extreme,3,late,3,3,3,2,9.775,6.408,4.204,127.231,123.865,121.66
593,extreme,3,late,3,3,3,3,15.876,12.201,10.241,131.713,128.037,126.077
594,extreme,3,late,3,3,3,3,16.514,12.839,10.878,133.97,130.295,128.335
595,extreme,3,late,3,3,3,2,9.605,9.605,5.44,127.061,127.061,122.896
596,extreme,3,late,3,3,3,2,8.519,8.519,4.354,125.975,125.975,121.81
597,extreme,3,late,3,3,3,3,15.91,12.235,12.235,131.816,128.141,128.141
598,extreme,3,late,3,3,3,3,16.624,10.501,6.58,134.08,127.957,124.036
599,extreme,3,late,3,3,3,3,17.229,13.554,11.593,132.771,129.096,127.136
600,extreme,3,late,3,3,3,3,15.316,10.908,8.947,132.772,128.364,126.403
